,text_raw,text_clean
94,"Typically, institutions require of hedge fund counterparties both initial margin against potential loss and variation margin, which requires payment to cover any decline in the value of the position.",typically institution require of hedge fund counterparties both initial margin against potential loss and variation margin which require payment to cover any decline in the value of the position
95,"If the position declines in value, the counterparty will have to meet margin calls.",if the position decline in value the counterparty will have to meet margin call
96,"If it does not have enough liquidity on hand to meet those calls, it will have to liquidate other positions to raise the requisite cash.",if it doe not have enough liquidity on hand to meet that call it will have to liquidate other position to raise the requisite cash
97,The failure to satisfy such a margin call could lead to the liquidation of the position.,the failure to satisfy such a margin call can lead to the liquidation of the position
98,This approach to risk management can transform credit risk into liquidity risk.,this approach to risk management can transform credit risk into liquidity risk
99,"In most circumstances, the impact of this is unexceptional.",in much circumstance the impact of this be unexceptional
100,Other institutions will find the new prices attractive and step in and buy.,other institution will find the new price attractive and step in and buy
101,"In exceptional circumstances, however, as creditors and counterparties seek to reduce their exposure to future losses, actions intended to limit individual exposure to risk may instead increase overall risk.",in exceptional circumstance however a creditor and counterparties seek to reduce their exposure to future loss action intend to limit individual exposure to risk may instead increase overall risk
102,We do not know very much about what makes markets more or less vulnerable to this type of acute shock.,we do not know very much about what make market much or little vulnerable to this type of acute shock
103,This is in part because liquidity itself is not easy to measure.,this be in part because liquidity itself be not easy to measure
104,"A broad range of indicators tells us something about funding liquidity, including growth in monetary aggregates, in financial assets and different forms of borrowing or credit.",a broad range of indicator tell us something about fund liquidity include growth in monetary aggregate in financial asset and different form of borrow or credit
105,"Other measures, such as movements in bid-ask spreads, the level of interest rates, changes in asset prices and risk premia, along with the level of volatility and expectations of future volatility, and turnover volume or other measures of market depth, help us evaluate market liquidity.",other measure such a movement in bid ask spread the level of interest rate change in asset price and risk premia along with the level of volatility and expectation of future volatility and turnover volume or other measure of market depth help us evaluate market liquidity
106,"Yet none of the measures provides a reliable way of judging how vulnerable markets are to a reversal, or the scale of damage that might accompany a reversal.",yet none of the measure provide a reliable way of judge how vulnerable market be to a reversal or the scale of damage that may accompany a reversal
107,BIS Review 19/2007,bis review
108,"These measurement limitations are similar to those that make it difficult to judge when, and by what magnitude, asset prices deviate from fundamental values at any given point in time.",this measurement limitation be similar to that that make it difficult to judge when and by what magnitude asset price deviate from fundamental value at any give point in time
109,"In the case of liquidity, the shortcomings of our analytical tools are magnified by the difficulty of measuring leverage or identifying potential concentrations in the financial system.",in the case of liquidity the shortcoming of our analytic tool be magnify by the difficulty of measure leverage or identify potential concentration in the financial system
110,"This has always been challenging, but the growth in the overall size of private pools of capital and the degree of embedded leverage that exists in many derivative instruments makes this more challenging today.",this have always be challenge but the growth in the overall size of private pool of capital and the degree of embed leverage that exist in many derivative instrument make this much challenge today
111,"When market liquidity and funding seem abundant, this is likely to be observable in things we can measure, like interest rates and credit spreads.",when market liquidity and fund seem abundant this be likely to be observable in thing we can measure like interest rate and credit spread
112,"And when liquidity ebbs, the effect is conspicuous in a range of observable market prices and volumes.",and when liquidity ebb the effect be conspicuous in a range of observable market price and volume
113,"But we do not have, and probably never will have, a set of indicators that offers the promise of predicting when liquidity conditions will reverse, or when markets are particularly vulnerable to a more acute decline in liquidity.",but we do not have and probably never will have a set of indicator that offer the promise of predict when liquidity condition will reverse or when market be particularly vulnerable to a much acute decline in liquidity
114,"In this sense, liquidity is like confidence.",in this sense liquidity be like confidence
115,"And, like confidence, liquidity plays a critical role both in establishing the conditions than can lead to a financial shock, and in determining whether that shock becomes acute, threatening broader damage to the functioning of financial and credit markets.",and like confidence liquidity play a critical role both in establish the condition than can lead to a financial shock and in determine whether that shock become acute threaten broad damage to the function of financial and credit market
116,What role can policy play in reducing the vulnerability of markets to this type of dynamic?,what role can policy play in reduce the vulnerability of market to this type of dynamic
117,"Of course, central banks have a range of instruments they can use in the event of a crisis.",of course central bank have a range of instrument they can use in the event of a crisis
118,"By injecting liquidity into the system, and thus strengthening confidence, they can reduce the risk that temporary liquidity problems will result in default by otherwise solvent institutions, or damage to the payment system or credit process.",by inject liquidity into the system and thus strengthen confidence they can reduce the risk that temporary liquidity problem will result in default by otherwise solvent institution or damage to the payment system or credit process
119,But what can policy makers do ex ante to limit the risk of crisis?,but what can policy maker do ex ante to limit the risk of crisis
120,"The most powerful instruments we have are those that affect the strength of the basic, fundamental shock absorbers in the financial system.",the much powerful instrument we have be that that affect the strength of the basic fundamental shock absorber in the financial system
121,"When capital and liquidity cushions at the major institutions are strong, then markets as a whole are less vulnerable to the adverse spiral of asset price declines, increased volatility, and declining liquidity.",when capital and liquidity cushion at the major institution be strong then market a a whole be little vulnerable to the adverse spiral of asset price decline increase volatility and decline liquidity
122,"And when the operational infrastructure is robust, markets will be able to absorb larger shocks and sharper changes in risk appetite with less risk of broader contagion.",and when the operational infrastructure be robust market will be able to absorb large shock and sharp change in risk appetite with little risk of broad contagion
123,These shock absorbers are substantially stronger today than they have been in even in the relatively recent past.,this shock absorber be substantially strong today than they have be in even in the relatively recent past
124,These issues are the principal focus of day-to-day supervision and market oversight in the major financial centers around the world.,this issue be the principal focus of day to day supervision and market oversight in the major financial center around the world
125,"The Federal Reserve is actively involved in a range of efforts, working closely with the primary supervisors of the major global financial institutions and the critical parts of the financial infrastructure, to encourage further progress.",the federal reserve be actively involve in a range of effort work closely with the primary supervisor of the major global financial institution and the critical part of the financial infrastructure to encourage far progress
126,"In this context, we are working to put in place a stronger regulatory capital regime and to strengthen the capacity of firms to absorb losses in stress conditions.",in this context we be work to put in place a strong regulatory capital regime and to strengthen the capacity of firm to absorb loss in stress condition
127,"We are encouraging more sophisticated and more conservative management of credit exposures in over-the-counter (OTC) derivatives and structured financial products, as well as of exposures to hedge funds.",we be encourage much sophisticate and much conservative management of credit exposure in over the counter otc derivative and structure financial product a good a of exposure to hedge fund
128,"And we are encouraging a range of efforts to modernize the operational infrastructure that underpins the OTC derivatives markets, and to improve the capacity of market participants to manage adversity.",and we be encourage a range of effort to modernize the operational infrastructure that underpin the otc derivative market and to improve the capacity of market participant to manage adversity
129,"These efforts will all contribute to a more resilient system, one that is better able to withstand the effects of a major decline in asset prices or deterioration in credit.",this effort will all contribute to a much resilient system one that be well able to withstand the effect of a major decline in asset price or deterioration in credit
130,Are there other tools that policy makers and market participants could use to address this risk?,be there other tool that policy maker and market participant can use to address this risk
131,"Some policy makers have argued that public disclosure of information could help reduce the risk of future systemic financial crisis, by preventing the buildup of ""excessive"" leverage or concentrations of risk.",some policy maker have argue that public disclosure of information can help reduce the risk of future systemic financial crisis by prevent the buildup of excessive leverage or concentration of risk
132,"The principal focus of attention, as in the immediate wake of the failure of Long Term Capital Management, has been on two quite different types of public disclosure.",the principal focus of attention a in the immediate wake of the failure of long term capital management have be on two quite different type of public disclosure
133,"The first is information that would make it easier to evaluate the overall leverage or risk profile of major hedge funds and their counterparties, and thereby judge their vulnerability to a sharp movement in asset prices.",the ﻿1 be information that would make it easy to evaluate the overall leverage or risk profile of major hedge fund and their counterparties and thereby judge their vulnerability to a sharp movement in asset price
134,"The second is information about the actual positions of individual funds or institutions: information that would make it easier to identify concentrated exposures to specific risk factors, and thereby assess more accurately the potential impact of the failure of a major fund or institutions on the market as a whole.",the 2 be information about the actual position of individual fund or institution information that would make it easy to identify concentrate exposure to specific risk factor and thereby assess much accurately the potential impact of the failure of a major fund or institution on the market a a whole
135,These pose very different challenges and offer different benefits.,this pose very different challenge and offer different benefit
136,"There are a number of crude measures of overall risk profile that, if disclosed to the market, would give counterparties information they do not now typically get about the risk of failure of the fund.",there be a numb of crude measure of overall risk profile that if disclose to the market would give counterparties information they do not now typically get about the risk of failure of the fund
137,One example is data on the size of,one example be datum on the size of
138,BIS Review 19/2007,bis review
139,"daily variations in net asset value, VAR, or profit and loss over the previous quarter.",daily variation in net asset value var or profit and loss over the previous quarter
140,This type of information would not reveal proprietary information about trading strategies or otherwise create substantial disincentives to risk taking.,this type of information would not reveal proprietary information about trade strategy or otherwise create substantial disincentive to risk take
141,"Although these would provide some information on the overall risk profile of the fund, they would be lagging indicators, and they would carry the usual risk of providing false comfort in some circumstances and excessive concern in others.",although this would provide some information on the overall risk profile of the fund they would be lag indicator and they would carry the usual risk of provide false comfort in some circumstance and excessive concern in other
142,Adopting such measures would give the institutions that provide financing and leverage to hedge funds a somewhat greater capacity to judge their direct risk to those funds.,adopt such measure would give the institution that provide finance and leverage to hedge fund a somewhat great capacity to judge their direct risk to that fund
143,But that is not their principal challenge.,but that be not their principal challenge
144,"The institutions already know the positions they are financing, and they can use the usual range of tools to measure the potential exposure, net of collateral, in those positions.",the institution already know the position they be finance and they can use the usual range of tool to measure the potential exposure net of collateral in that position
145,"And where they do not feel they have adequate information to evaluate the overall risk profile of the fund, they can manage that risk by taking less exposure, by requiring more margin, or by building a greater cushion of protection against overall risk.",and where they do not feel they have adequate information to evaluate the overall risk profile of the fund they can manage that risk by take little exposure by require much margin or by build a great cushion of protection against overall risk
